Cyrillus F,43.9,-15.32,25.49
Cyrillus G,7.76,-15.66,26.63
Cysatus,47.77,-66.21,-6.34
Cysatus A,13.47,-64.32,-0.85
Cysatus B,8.19,-65.7,-1.83
Cysatus C,26.67,-63.89,0.47
Cysatus D,5.01,-65.17,-6.08
Cysatus E,48.59,-66.62,-1.29
Cysatus F,4.1,-64.03,-3.68
Cysatus G,6.09,-65.65,-0.43
Cysatus H,9.04,-66.86,-0.02
Cysatus J,10.11,-63.15,0.67
Daedalus,93.61,-5.83,179.4
Daedalus B,22.32,-4.13,-179.87
Daedalus C,58.36,-4.15,-178.91
Daedalus G,34.21,-6.57,-177.43
Daedalus K,25.3,-8.22,-178.59
Daedalus M,13.85,-8.03,179.49
Daedalus R,37.56,-7.65,175.24
Daedalus S,21.4,-6.69,172.87
Daedalus U,28.82,-4.16,174.87
Daedalus W,66.65,-3.34,177.46
Dag,0.36,18.71,5.26
Daguerre,45.79,-11.91,33.61
Daguerre K,5.44,-12.25,35.78
Daguerre U,3.16,-15.14,35.68
Daguerre X,3.43,-14.07,34.46
Daguerre Y,3.08,-13.92,35.36
Daguerre Z,3.67,-14.97,34.67
Dale,23.41,-9.56,82.93
d'Alembert,233.55,51.07,164.89
d'Alembert E,20.16,52.64,168.06
d'Alembert G,17.94,50.7,167.37
d'Alembert J,20.31,47.33,170.3
d'Alembert Z,41.7,55.25,165.77
Dalton,60.69,17.07,-84.45
Daly,14.96,5.74,59.5
Damoiseau,36.66,-4.85,-61.25
Damoiseau A,47.29,-6.36,-62.59
Damoiseau B,20.4,-8.51,-61.71
Damoiseau BA,8.67,-8.28,-59.12
Damoiseau C,13.73,-9.14,-62.64
Damoiseau D,16.31,-6.43,-63.29
Damoiseau E,13.63,-5.22,-58.42
Damoiseau F,9.53,-7.89,-62.3
Damoiseau G,3.76,-2.51,-55.76
Damoiseau H,44.89,-3.87,-59.96
Damoiseau J,6.71,-4.07,-62.15
Damoiseau K,18.54,-4.74,-60.47
Damoiseau L,14.87,-4.55,-59.4
Damoiseau M,58.3,-5.08,-61.38
Daniell,28.2,35.42,31.16
Daniell D,5.81,37.05,25.85
Daniell W,3.58,35.93,31.55
Daniell X,4.42,36.6,31.81
Danjon,69.3,-11.42,123.9
Danjon J,22.57,-12.81,125.5
Danjon K,15.73,-13.78,125.1
Danjon M,12.79,-13.91,124.09
Danjon X,68.23,-10.06,122.86
Dante,53.83,25.36,180
Dante C,54.01,28.01,-177.1
Dante E,41.29,26.57,-177.07
Dante G,24.18,24.77,-178.59
Dante P,24.63,23.63,179.29
Dante S,18.13,25.1,177.66
Dante T,18.88,25.95,176.68
Dante Y,26.87,26.97,179.43
[Dario],0,-11.3,90.7
Darney,14.81,-14.61,-23.57
Darney B,3.61,-14.82,-26.43
Darney C,12.81,-14.14,-26.04
Darney D,4.85,-14.51,-27.06
Darney E,4.35,-12.43,-25.44
Darney F,3.86,-13.32,-26.46
Darney J,6.03,-14.35,-21.45
D'Arrest,29.67,2.26,14.6
D'Arrest A,3.75,1.94,13.64
D'Arrest B,4.99,0.96,13.61
D'Arrest M,25.27,1.95,13.5
D'Arrest R,17.37,0.47,15.63
D'Arsonval,30.36,-10.31,124.59
D'Arsonval A,17.31,-8.4,124.96
Darwin,122.18,-19.93,-69.21
Darwin A,23.48,-21.77,-73.14
Darwin B,53.74,-19.96,-72.29
Darwin C,15.3,-20.51,-71.12
Darwin F,17.73,-20.97,-71.12
Darwin G,16.98,-21.49,-70.87
Darwin H,28.83,-20.93,-69
Das,35.95,-26.49,-137.05
Das G,29.8,-26.85,-135.5
Daubrée,14.67,15.73,14.75
da Vinci,37.46,9.1,44.95
da Vinci A,15.93,9.66,44.2
Davisson,92.46,-37.93,-174.97
Davy,33.94,-11.85,-8.15
Davy A,13.21,-12.23,-7.75
Davy B,6.57,-10.89,-8.94
Davy C,2.97,-11.22,-7
Davy G,15.36,-10.37,-5.1
Davy K,3.05,-10.19,-9.48
Davy U,2.76,-12.96,-7.17
Davy Y,69.56,-11.05,-7.25
Dawes,17.6,17.21,26.34
Dawson,44.32,-66.99,-135.05
Dawson D,39.21,-66.31,-132.19
Dawson V,59.57,-66.3,-137.73
D. Brown,16.12,-41.65,-147.16
Debes,31.92,29.47,51.62
Debes A,34.27,28.71,51.47
Debes B,19.57,28.92,50.53
Debus,19.77,-10.68,99.68
Debye,127.03,49.43,-176.03
Debye E,40.97,50.11,-170.83
Debye J,28.88,48.18,-172.57
Debye Q,26.88,47.43,-179.14
Dechen,12.04,46.12,-68.18
Dechen A,4.74,45.97,-65.78
Dechen B,5.74,44.15,-64.34
Dechen C,5.33,45.94,-69.89
Dechen D,4.82,46.14,-60.51
[Defoe],0,-6,80.5
De Forest,56.26,-76.94,-163.33
De Forest N,40.09,-79.17,-165.76
De Forest P,19.47,-79.73,-176.92
de Gasparis,30.9,-25.83,-50.83
de Gasparis A,38.41,-26.74,-51.37
de Gasparis B,11.87,-27.05,-52.65
de Gasparis C,6.19,-26.24,-51.82
de Gasparis D,4.43,-25.64,-50.21
de Gasparis E,6.89,-26.43,-49.54
de Gasparis F,7.82,-26.25,-49.44
de Gasparis G,5.79,-26.98,-49.39
de Gerlache,32.71,-88.48,-88.34
Delambre,51.49,-1.94,17.39
Delambre B,9.67,-1.64,19.64
Delambre D,5.11,-1.12,17.54
Delambre F,4.25,-1.06,19.25
Delambre H,15.46,-1,16.44
Delambre J,12.49,-0.34,16.75
De La Rue,135.22,59.02,52.84
De La Rue D,17.58,56.81,46.34
De La Rue E,31.92,56.85,49.82
De La Rue J,14.09,58.99,52.88
De La Rue P,9.02,60.43,61.58
De La Rue Q,10.36,61.6,60.86
De La Rue R,9.58,62.09,60.91
De La Rue S,13.26,62.94,62.48
De La Rue W,17,55.78,47.08
Delaunay,44.63,-22.26,2.62
Delaunay A,5.62,-22.01,2.02
Delia,1.57,-10.91,-6.13
Delisle,24.83,29.98,-34.68
Delisle K,2.92,29,-38.46
Dellinger,82.04,-6.87,140.7
Dellinger B,55.17,-5.5,141.24
Dellinger U,12.65,-6.45,136.99
Delmotte,32.16,27.16,60.2
Delporte,42.5,-15.89,121.55
Deluc,45.69,-55.02,-2.98
Deluc A,53.6,-54.07,-0.5
Deluc B,32.81,-52.15,0.27
Deluc C,27.87,-51.49,0.85
Deluc D,27.31,-56.38,-2.45
Deluc E,11.48,-60.4,-4.39
Deluc F,35.84,-60.12,-3.07
Deluc G,26.52,-61.55,0.66
Deluc H,27.04,-54.2,-2.13
Deluc J,39.64,-53.41,-4.13
Deluc L,7.37,-60.9,-6.4
Deluc M,20.44,-54.92,-6.32
Deluc N,10.2,-60.69,0.38
Deluc O,6.65,-62.93,-4.53
Deluc P,7.07,-58.94,-4.85
Deluc Q,5.64,-59.05,-3.62
Deluc R,21.03,-55.48,0.58
Deluc S,6.35,-62.11,0.21
Deluc T,9.88,-55.89,-3.13
Deluc U,5.25,-59.1,-2.97
Deluc V,8.76,-61.97,1.59
Deluc W,6,-61.76,-1.91
Dembowski,26.11,2.88,7.27
Dembowski A,5.17,3.01,6.46
Dembowski B,7.39,2.52,6.19
Dembowski C,14.99,2.05,7.33
Democritus,37.78,62.31,34.99
Democritus A,9.88,61.61,32.47
Democritus B,11.72,60.08,28.63
Democritus D,7.39,62.95,31.23
Democritus K,6.98,63.15,40.81
Democritus L,17.39,63.42,39.65
Democritus M,5.7,63.61,37.12
Democritus N,15.42,63.73,34.4
Demonax,121.93,-78.09,59.36
Demonax A,20.12,-79.35,65.86
Demonax B,23.17,-81.47,72.05
Demonax C,10.37,-80.28,56.29
Demonax E,33.75,-78.24,43.21
De Moraes,54.41,49.38,143
De Moraes S,43.19,48.75,140.48
De Moraes T,46.79,49.13,139.22
De Morgan,9.68,3.31,14.89
Denning,44.18,-16.26,142.76
Denning B,30.69,-14.78,143.69
Denning C,16.1,-14.06,145.5
Denning D,13.91,-15.94,144.32
Denning L,22.53,-18.69,143.42
Denning R,72.37,-16.97,141.3
Denning U,31.6,-15.86,138.85
Denning V,25.4,-15.38,140.01
Denning Y,52.47,-13.76,142.47
Denning Z,14.36,-12.53,142.67
De Roy,43.51,-55.24,-98.99
De Roy N,24.98,-59.59,-102.89
De Roy P,35.65,-58.2,-102.55
De Roy Q,21.72,-57.92,-103.52
[De Roy X],0,-52.7,-101.3
Desargues,84.85,70.25,-73.42
Desargues A,14.27,71.34,-75.64
Desargues B,48.61,70.67,-65.35
Desargues C,10.87,69.67,-78.83
Desargues D,11.16,69.37,-70.09
Desargues E,31.82,70.33,-67.66
Desargues K,9.23,68.52,-67.69
Desargues L,12.94,69.49,-82.23
Desargues M,27.47,68.42,-74.42
Descartes,47.73,-11.74,15.67
Descartes A,14.25,-12.08,15.19
Descartes C,4.33,-11.02,16.3
Deseilligny,6.01,21.13,20.59
De Sitter,63.79,79.81,38.57
De Sitter A,35.98,80.24,26.57
De Sitter F,22.93,80.03,49.8
De Sitter G,9.71,78.78,42
De Sitter L,69.4,78.86,34.52
De Sitter M,75.52,81.11,37.57
De Sitter U,35.38,77.73,46.05
De Sitter V,19.24,79.06,56.47
De Sitter W,44.37,79.51,53.04
De Sitter X,11.02,80.18,54.12
Deslandres,227.02,-32.55,-5.57
Deutsch,73.33,24.35,110.91
Deutsch F,29.79,24.37,112.37
Deutsch L,31.34,22.74,111.43
De Vico,22.13,-19.71,-60.32
De Vico A,34.08,-18.75,-63.62
De Vico AA,11.34,-18.84,-63.23
De Vico B,8.71,-17.85,-58.84
De Vico C,12.59,-20.62,-62.37
De Vico D,12.52,-21.12,-62.05
De Vico E,12.22,-21.16,-61.5
De Vico F,12.52,-19.06,-62.73
De Vico G,8.19,-18.98,-58.93
De Vico H,8.07,-19.9,-59.3
De Vico K,7.49,-20.08,-58.43
De Vico L,5.25,-19.87,-57.89
De Vico M,5.74,-21.06,-59.29
De Vico N,6.44,-19.77,-61.93
De Vico P,29.15,-20.4,-60.8
De Vico R,13.1,-19.44,-62.03
De Vico S,9.63,-19.53,-63.49
De Vico T,39.72,-18.69,-61.82
De Vico X,6.42,-20.47,-60.26
De Vico Y,6.64,-20.36,-60.44
De Vries,57.51,-19.68,-176.78
De Vries D,18.13,-18.63,-174.41
De Vries N,29.02,-21.36,-177.59
De Vries R,13.55,-20.54,-178.41
Dewar,46.31,-2.61,165.62
Dewar E,13.71,-2.26,167.83
Dewar F,14.04,-2.73,167.61
Dewar S,22.11,-3.07,164.02
Diana,1.55,14.29,35.65
Diderot,20,-20.42,121.54
Dionysius,17.25,2.77,17.29
Dionysius A,3.57,1.68,17.65
Dionysius B,3.37,2.96,15.81
Diophantus,17.57,27.62,-34.3
Diophantus B,6.19,29.08,-32.54
Diophantus C,4.62,27.29,-34.74
Diophantus D,4.24,26.91,-36.38
Dirichlet,47.24,10.58,-152.05
Dirichlet E,27.14,11.54,-148.44
Dobrovol'skiy,38.4,-12.83,129.68
Dobrovol'skiy D,48.18,-12.44,130.63
Dobrovol'skiy M,29.9,-14.6,129.65
Dobrovol'skiy R,22.93,-13.97,127.72
Doerfel,68.63,-68.97,-108.53
Doerfel R,32.2,-71.24,-119.86
Doerfel S,29.12,-69.77,-120.48
Doerfel U,34.53,-68.75,-117.73
Doerfel Y,79.26,-67.93,-108.77
Dollond,11.04,-10.48,14.41
Dollond B,35.84,-7.7,13.84
Dollond D,8.26,-8.2,12.5
Dollond E,5.22,-10.26,15.7
Dollond L,4.5,-8.78,12.53
Dollond M,5.28,-10.12,16.91
Dollond T,3,-9.41,14.97
Dollond U,3,-7.3,15.97
Dollond V,5.78,-7.9,15.44
Dollond W,10.18,-6.7,14.57
Dollond Y,14.18,-8.5,13.17
Donati,35.84,-20.69,5.1
Donati A,7.91,-19.7,4.49
Donati B,11.55,-20.44,5.68
Donati C,7.77,-19.97,3.41
Donati D,4.48,-22.12,5.75
Donati K,14.34,-21.16,6.77
Donna,1.84,7.22,38.3
Donner,55.05,-31.35,97.99
Donner N,19.91,-33.17,97.19
Donner P,40.72,-33.51,96.39
Donner Q,15.61,-34.29,95.63
Donner R,14.9,-34.34,92.28
Donner S,23.39,-32.02,93.55
Donner T,46.21,-31.15,94.77
Donner V,18.84,-30.56,95.59
Donner Z,11.4,-29.76,98.09
Doppelmayer,65.08,-28.48,-41.51
Doppelmayer A,10.14,-29.84,-43.17
Doppelmayer B,11.62,-30.5,-45.55
Doppelmayer C,7.18,-30.33,-44.12
Doppelmayer D,8.64,-31.84,-45.91
Doppelmayer G,13.36,-28.93,-45.02
Doppelmayer H,10.53,-28.85,-43.36
Doppelmayer J,5.68,-24.52,-41.2
Doppelmayer K,5.68,-24.04,-40.79
Doppelmayer L,4.59,-23.65,-40.63
Doppelmayer M,13.78,-29.39,-44.07
Doppelmayer N,5.37,-29.21,-44.7
Doppelmayer P,9.9,-29.09,-42.87
Doppelmayer R,3.74,-29.26,-43.33
Doppelmayer S,4.63,-28.14,-43.72
Doppelmayer T,3.02,-25.97,-43.37
Doppelmayer V,6.66,-29.82,-45.71
Doppelmayer W,7.48,-33.59,-45.76
Doppelmayer Y,8.83,-33.14,-46.17
Doppelmayer Z,10.48,-33.02,-46.52
Doppler,101.79,-12.58,-159.84
Doppler B,34.31,-11.59,-159.32
Doppler M,27.37,-15.13,-159.89
Doppler N,16.62,-16.48,-160.32
Doppler W,15.39,-11,-162.14
Doppler X,18.13,-10.3,-161.83
Dorsa Aldrovandi,126.81,23.61,28.65
Dorsa Andrusov,80.98,-1.56,56.77
Dorsa Argand,91.94,28.29,-40.34
Dorsa Barlow,112.57,14.04,30.57
Dorsa Burnet,194.99,26.18,-56.78
Dorsa Cato,128.64,0.21,47.7
Dorsa Dana,82.31,2.26,89.6
Dorsa Ewing,261.57,-11.06,-38.31
Dorsa Geikie,218.35,-4.21,52.83
Dorsa Harker,213.14,13.79,63.65
Dorsa Lister,180.09,19.76,23.52
Dorsa Mawson,142.71,-7.77,52.48
Dorsa Rubey,100.64,-9.88,-42.36
Dorsa Smirnov,221.78,26.41,25.53
Dorsa Sorby,76.03,18.65,13.7
Dorsa Stille,66.32,26.91,-18.85
Dorsa Tetyaev,187.53,20.02,64.06
Dorsa Whiston,138.93,29.77,-56.96
Dorsum Arduino,99.73,24.77,-36.27
Dorsum Azara,103.2,26.86,19.17
Dorsum Bucher,84.65,30.76,-39.55
Dorsum Buckland,369.13,19.43,14.3
Dorsum Cayeux,95.14,0.76,51.22
Dorsum Cloos,103.09,1.15,90.41
Dorsum Cushman,85.65,1.42,49.19
Dorsum Gast,64.87,24.38,8.71
Dorsum Grabau,123.69,29.76,-14.19
Dorsum Guettard,40.46,-9.92,-18.26
Dorsum Heim,146.79,32.2,-29.83
Dorsum Higazy,63.1,27.93,-17.47
[Dorsum Lambert],0,25.8,-21
Dorsum Nicol,43.74,18.32,22.66
Dorsum Niggli,47.75,29.01,-52.28
Dorsum Oppel,297.62,19.31,52.09
Dorsum Owen,33.47,25.14,11.09
Dorsum Scilla,107.52,32.34,-60
Dorsum Termier,89.65,11.63,57.15
Dorsum Thera,7.25,24.4,-31.42
Dorsum Von Cotta,183.06,23.6,11.95
Dorsum Zirkel,195.22,29.55,-24.82
Doublet,0.13,-3.64,-17.48
Douglass,50.95,35.5,-122.72
Douglass C,28.45,36.29,-121.27
Douglass X,24.19,38.05,-124.09
Dove,30.36,-46.83,31.42
Dove A,12.63,-46.98,33.46
Dove B,20.91,-47.23,33.05
Dove C,20.98,-47.1,30.82
Dove Z,7.7,-44.53,29.19
[Doyle],0,2,84.5
Draper,8.28,17.56,-21.75
Draper A,3.88,17.86,-23.41
Draper C,7.41,17.07,-21.51
Drebbel,30.23,-40.93,-49.12
Drebbel A,7.13,-38.99,-51.07
Drebbel B,17.49,-37.78,-47.52
Drebbel C,28.32,-40.46,-43.06
Drebbel D,10.77,-37.95,-49.36
Drebbel E,59.8,-38.21,-51.48
Drebbel F,15.02,-42.79,-44.76
Drebbel G,16.58,-43.84,-45.39
Drebbel H,9.57,-41.74,-45.47
Drebbel J,12.99,-40.62,-52.42
Drebbel K,32.51,-40.06,-49.62
Drebbel L,9.26,-40.3,-50.94
Drebbel M,7.08,-41.29,-41.55
Drebbel N,8.7,-41.34,-52.56
Drebbel P,4.88,-39.72,-51.93
Dreyer,63.84,10.24,97.09
Dreyer C,35.44,11,98.26
Dreyer D,24.88,10.71,99.83
Dreyer J,26.85,9.02,98.52
Dreyer K,21.56,9.24,97.73
Dreyer R,18.08,8.49,94.48
Dreyer W,30.74,11.77,95.8
Drude,27.13,-38.56,-91.89
[Drude S],0,-39.6,-95.3
Dryden,54.45,-33.21,-156.15
Dryden S,34.48,-33.97,-158.99
Dryden T,34.8,-32.95,-158.83
Dryden W,19.12,-31.55,-158.58
Drygalski,162.49,-79.57,-87.18
Drygalski P,27.98,-80.97,-99.69
[Drygalski Q],0,-81.1,-111.9
Drygalski V,21.23,-78.36,-93.47
Dubyago,48.12,4.38,69.95
Dubyago B,33.96,3.08,70.3
Dubyago D,14.09,1.46,71.12
Dubyago E,12.6,1.47,68.97
Dubyago F,9.89,1.89,69.43
Dubyago G,7.56,1.84,68.95
Dubyago H,6.88,2.33,69.19
Dubyago J,11.67,2.92,69.52
Dubyago K,8.63,1.51,68.31
Dubyago L,6.11,1.94,68.12
Dubyago M,8.65,2.56,68.12
Dubyago N,7.15,1.46,66.96
Dubyago R,9.07,2.52,66.39
Dubyago T,10.71,4.87,72.27
Dubyago V,10.97,5.89,69.81
Dubyago W,8.87,6.51,69.74
Dubyago X,8.41,6.5,73.03
Dubyago Y,6.91,4.24,68.19
Dubyago Z,8.81,3.89,70.93
Dufay,36.11,5.57,169.54
Dufay A,17.01,9.33,170.67
Dufay B,21.22,8.36,171.17
Dufay D,27.91,6.26,170.64
Dufay X,40.56,7.17,168.75
Dufay Y,15.25,8.27,168.63
Dugan,49.65,64.12,103.11
Dugan J,12.83,61.44,107.87
Dugan X,14.21,67.83,98.13
[Dumas],0,-5.3,81.7
Dune,0.38,26.04,3.66
Dunér,65.07,44.68,179.46
Dunér A,37,47.12,179.78
Dunthorne,15.12,-30.12,-31.71
Dunthorne A,5.57,-28.79,-32.67
Dunthorne B,6.4,-31.36,-31.68
Dunthorne C,6.69,-29.42,-32.57
Dunthorne D,6.05,-29.94,-34.06
Dyson,63.14,60.87,-121.71
Dyson B,49.64,63.33,-118.27
Dyson H,20.96,59.31,-114.35
Dyson M,31.5,58.17,-121.53
Dyson Q,93.24,59.19,-126.13
Dyson X,25.81,62.26,-123.03
Dziewulski,68.9,20.99,99.02
Dziewulski Q,28.23,20.55,98.46
Earthlight,0.21,26.06,3.65
Eckert,2.62,17.28,58.38
Eddington,120.13,21.5,-72.02
Eddington P,11.43,21.03,-71.11
Edison,62.72,24.88,99.27
Edison T,48.82,24.72,97.24
Edith,6.92,-25.77,102.33
Egede,34.18,48.72,10.64
Egede A,12.27,51.57,10.5
Egede B,7.27,50.59,8.92
Egede C,5.79,50.19,13
Egede E,3.62,49.74,10.43
Egede F,4.31,52.02,12.53
Egede G,7.34,52,6.94
Egede M,4.06,49.78,12.21
Egede N,3.48,49.76,11.1
Egede P,3.58,47.79,10.48
Ehrlich,33.58,40.82,-172.27
Ehrlich J,24.45,40.13,-170.64
Ehrlich N,20.22,38.91,-173.02
Ehrlich W,25.71,42.25,-173.86
Ehrlich Z,29.71,42.12,-172.13
Eichstadt,49.57,-22.63,-78.42
Eichstadt C,13.1,-21.72,-76.86
Eichstadt D,7.1,-23.43,-76.12
Eichstadt E,16.91,-23.92,-78.46
Eichstadt G,11.16,-22.41,-80.85
Eichstadt H,10.82,-19.08,-79.99
Eichstadt K,13.79,-18.27,-83.4
Eijkman,56.36,-63.21,-142.51
Eijkman D,25.25,-62.07,-136.94
Eimmart,44.99,23.97,64.8
Eimmart A,7.34,24.11,65.66
Eimmart B,12.19,21.37,66.77
Eimmart C,22.68,22.41,61.26
Eimmart D,11.78,22.98,69.09
Eimmart F,8.3,23.29,62.11
Eimmart G,14.23,25.52,64.84
Eimmart H,16.89,22.13,64.33
Eimmart K,13.81,20.12,67.89
Einstein,181.47,16.6,-88.65
Einstein A,50.48,16.69,-88.25
Einstein R,19.84,13.83,-91.88
Einstein S,19.63,15.1,-91.67
Einthoven,73.94,-5.06,110.06
Einthoven G,32.28,-5.46,112.19
Einthoven K,21.63,-8.23,111.54
Einthoven L,15.03,-8.3,111.04
Einthoven M,58.58,-7.71,110.03
Einthoven P,18.49,-7.07,108.81
Einthoven R,13.37,-6.05,107.43
Einthoven X,44.51,-3.82,109.13
Elbow,0.34,26.03,3.6
Elger,21.51,-35.4,-29.81
Elger A,8.11,-37.37,-31.24
Elger B,8.8,-37.12,-32.1
[El Greco],0,14,34.7
Ellerman,46.21,-25.44,-120.39
[Ellerman Q],0,-27.9,-124
Ellison,36.99,54.93,-108.05
Ellison P,31.91,52.62,-110.08
Elmer,16.86,-10.23,84.18
Elvey,80.21,9.01,-100.64
Elvey G,13.48,7.75,-98.02
Elvey K,21.64,5.97,-98.97
Emden,114.64,62.76,-176.51
Emden D,44.85,63.87,-171.25
Emden F,18.71,62.98,-171.11
Emden M,27.61,60.8,-176.99
Emden U,39.07,64.1,178.24
Emden V,34.47,65.3,177.8
Emden W,21.65,65.83,178.58
Emory,0.55,20.12,30.78
Encke,28.27,4.57,-36.68
Encke B,10.89,2.36,-36.78
Encke C,8.72,0.66,-36.45
Encke E,8.73,0.35,-40.2
Encke G,7.22,4.79,-38.79
Encke H,3.51,4,-37.4
Encke J,5.13,5.24,-39.59
Encke K,4.49,1.37,-37.24
Encke M,3.29,4.49,-35.12
Encke N,3.88,4.59,-37.15
Encke T,94.68,3.23,-37.88
Encke X,2.97,0.95,-40.33
Encke Y,2.88,5.86,-36.45
End,0.06,-8.91,15.51
Endymion,122.1,53.61,56.48
Endymion A,29.75,54.61,62.56
Endymion B,59,59.86,67.75
Endymion C,32.74,58.37,60.55
Endymion D,22.61,52.29,62.15
Endymion E,18,53.59,66.24
Endymion F,10.97,56.52,63.6
Endymion G,14.11,56.43,55.59
Endymion H,15.87,50.99,56.15
Endymion J,66.05,53.51,50.71
Endymion K,6.65,51.18,52.2
Endymion L,9.56,55.48,71.39
Endymion M,9.35,52.69,71.08
Endymion N,8.63,52.4,69.63
Endymion W,10.61,52.76,69.54
Endymion X,5.98,52.94,50.03
Endymion Y,6.57,55.78,57.97
Engel'gardt (Engelhardt),43.51,5.39,-159.47
Engel'gardt (Engelhardt) B,121.21,7.8,-158.18
Engel'gardt (Engelhardt) C,45.93,9.37,-157.37
Engel'gardt (Engelhardt) J,19.4,2.94,-155.69
Engel'gardt (Engelhardt) K,18.58,2.5,-158.06
Engel'gardt (Engelhardt) N,27.01,4.12,-159.64
Engel'gardt (Engelhardt) R,16.31,4.44,-162.1
Eötvös,101.8,-35.61,134.43
Eötvös B,20.76,-32.98,135.38
Eötvös D,19.01,-34.57,136.72
Eötvös E,25.78,-34.59,138.63
Eötvös F,23.24,-35.97,136.74
Eötvös T,13.3,-35.64,131.36
Epigenes,54.51,67.5,-4.62
Epigenes A,17.57,67.04,-0.39
Epigenes B,11.27,68.45,-3.36
Epigenes D,9.79,68.35,0.15
Epigenes F,4.6,67.11,-8.12
Epigenes G,4.67,68.97,-7.01
Epigenes H,6.79,69.53,-6.32
Epigenes P,38.39,65.53,-5.44
Epimenides,22.56,-40.92,-30.33
Epimenides A,14.9,-43.27,-30.18
Epimenides B,10.22,-41.62,-28.93
Epimenides C,4.27,-42.34,-27.58
Epimenides S,24.09,-41.71,-29.44
[Eppinger],0,-9.4,-25.7
Eratosthenes,58.77,14.47,-11.32
Eratosthenes A,5.67,18.34,-8.33
Eratosthenes B,5.33,18.7,-8.7
Eratosthenes C,5.19,16.89,-12.39
Eratosthenes D,3.83,17.44,-10.9
Eratosthenes E,3.83,17.93,-10.89
Eratosthenes F,4.02,17.69,-9.91
Eratosthenes H,3.47,13.31,-12.25
Eratosthenes K,4.33,12.85,-9.26
Eratosthenes M,3.53,14.02,-13.59
Eratosthenes Z,0.57,13.75,-14.1
Erlanger,10.94,86.99,28.62
Erro,63.75,5.68,98.54
Erro D,27.78,6.95,100.52
Erro J,14.6,4.59,99.34
Erro K,15.79,3.79,99.62
Erro T,15.08,5.68,96.93
Erro V,17.16,6.31,97.65
Esclangon,15.29,21.47,42.06
Esnault-Pelterie,76.79,47.41,-141.83
Espin,70.01,28.15,109.34
Espin E,32.16,28.43,111.58
Euclides,11.8,-7.4,-29.56
Euclides C,10.14,-13.29,-30.08
Euclides D,5.78,-9.4,-25.81
Euclides E,3.53,-6.34,-25.13
Euclides F,5.39,-6.37,-33.73
Euclides J,3.4,-6.47,-28.59
Euclides K,6,-4.23,-24.72
Euclides M,5.79,-10.45,-28.23
Euclides P,63.82,-4.52,-27.69
Euctemon,62.7,76.26,30.57
Euctemon C,19.58,76.1,38.68
Euctemon D,19.86,77.04,38.7
Euctemon H,15.93,76.16,26.21
Euctemon K,7.33,75.93,28.43
Euctemon N,8.96,75.41,32.95
Eudoxus,70.16,44.27,16.23
Eudoxus A,13.47,45.83,20.09
Eudoxus B,7.7,45.66,17.35
Eudoxus D,9.36,43.35,13.22
Eudoxus E,5.73,44.4,21.17
Eudoxus G,6.61,45.41,18.78
Eudoxus J,3.97,40.8,20.29
Eudoxus U,3.48,43.89,20.27
Eudoxus V,4.39,43.07,18.81
Euler,26.03,23.26,-29.18
Euler E,6.1,24.7,-34.07
Euler F,5.27,21.14,-27.96
Euler G,4.1,20.68,-27.39
Euler H,3.93,25.33,-28.57
Euler J,3.71,22.25,-31.51
[Euler K],4.62,20.69,-31.88
Euler L,3.91,21.4,-28.97
[Euler P],11.33,19.96,-31.18
Evans,69.4,-9.63,-133.78
Evans Q,138.41,-11.21,-136.3
Evdokimov,48.88,34.57,-153.04
Evdokimov G,48.02,33.71,-150.65
Evdokimov N,25.01,31.53,-153.75
Evershed,65.28,35.3,-159.51
Evershed C,46.7,37.73,-156.83
Evershed D,53.27,38.37,-156.21
Evershed E,68.52,35.53,-158.42
Evershed R,32.87,34.63,-161.36
Evershed S,47.24,34.5,-162.84
Ewen,2.6,7.69,121.46
Fabbroni,10.55,18.66,29.27
Fabricius,78.9,-42.75,41.84
Fabricius A,55.02,-44.64,44.4
Fabricius B,16.55,-43.56,44.85
Fabricius J,15.59,-45.83,45.04
Fabry,179.44,43.07,100.68
Fabry H,36.93,42.02,105.09
Fabry X,28.31,48.94,96.62
Fahrenheit,6.65,13.12,61.71
Fairouz,2.87,-26.07,102.95
Falcon,0.12,20.31,30.31
Family Mountain,3.39,20.38,30.34
Faraday,69.03,-42.45,8.75
Faraday A,19.99,-41.54,9.65
Faraday C,28.49,-43.32,8.04
Faraday D,13.47,-43.78,9.61
Faraday G,29.62,-45.92,10.06
Faraday H,11.91,-45.12,10.24
Faraday K,6.71,-42.68,10.3
Faustini,42.48,-87.18,84.31
Fauth,11.94,6.23,-20.14
Fauth A,8.72,5.98,-20.19
Fauth B,3.46,5.8,-19.32
Fauth C,3.89,5.23,-18.85
Fauth D,3.79,6,-18.46
Fauth E,2.53,5.39,-20.72
Fauth F,2.45,5.4,-17.45
Fauth G,3.01,5.25,-16.27
Fauth H,3.76,4.78,-16.22
Faye,38.02,-21.39,3.81
Faye A,3.55,-21.2,3.12
Faye B,3.87,-22.65,4.5
Fechner,59.32,-58.25,125.03
Fechner T,14.33,-58.74,122.82
Fedorov,6.08,28.23,-37.05
Felix,1.45,25.09,-25.38
Fényi,43.31,-44.94,-105.06
Fényi A,15.9,-43.59,-104.47
Fényi Y,18.72,-43.58,-105.48
Feoktistov,22.06,30.73,140.5
Feoktistov X,24.52,33.01,139.49
Fermat,37.77,-22.71,19.79
Fermat A,17.49,-21.83,19.6
