Feature_Name,Target,Diameter,Center_Latitude,Center_Longitude,Coordinate_System,Approval_Status,Approval_Date,Origin,
"Abbe","Moon",63.98,-57.58,174.77,"Planetographic  +East  -180 - 180","Approved","1970","Ernst Karl; German optician, physicist, astronomer (1840-1905).",
"Abbe H","Moon",25.13,-58.44,177.58,"Planetographic  +East  -180 - 180","Approved","2006","Ernst Karl; German optician, physicist, astronomer (1840-1905).",
"Abbe K","Moon",26.1,-59.82,176.86,"Planetographic  +East  -180 - 180","Approved","2006","Ernst Karl; German optician, physicist, astronomer (1840-1905).",
"Abbe M","Moon",28.61,-61.75,175.24,"Planetographic  +East  -180 - 180","Approved","2006","Ernst Karl; German optician, physicist, astronomer (1840-1905).",
"Abbot","Moon",10.4,5.56,54.74,"Planetographic  +East  -180 - 180","Approved","1973","Charles Greeley; American astrophysicist (1872-1973).",
"[Abduh]","Moon",0,14.7,39,"Planetographic  +East  -180 - 180","Not Approved"," ","Mohammed; Egyptian writer (1849-1905).",
"Abel","Moon",137.35,-34.63,85.78,"Planetographic  +East  -180 - 180","Approved","1964","Niels Henrik; Norwegian mathematician (1802-1829).",
"Abel A","Moon",27.83,-36.31,85.8,"Planetographic  +East  -180 - 180","Approved","2006","Niels Henrik; Norwegian mathematician (1802-1829).",
"Abel B","Moon",41.55,-36.72,82.6,"Planetographic  +East  -180 - 180","Approved","2006","Niels Henrik; Norwegian mathematician (1802-1829).",
"Abel C","Moon",36.84,-36.13,81.41,"Planetographic  +East  -180 - 180","Approved","2006","Niels Henrik; Norwegian mathematician (1802-1829).",
"Abel D","Moon",27.9,-37.67,86.45,"Planetographic  +East  -180 - 180","Approved","2006","Niels Henrik; Norwegian mathematician (1802-1829).",
"Abel E","Moon",14,-37.54,84.44,"Planetographic  +East  -180 - 180","Approved","2006","Niels Henrik; Norwegian mathematician (1802-1829).",
"Abel J","Moon",18.76,-36.2,79.87,"Planetographic  +East  -180 - 180","Approved","2006","Niels Henrik; Norwegian mathematician (1802-1829).",
"Abel K","Moon",9.94,-34.69,77.46,"Planetographic  +East  -180 - 180","Approved","2006","Niels Henrik; Norwegian mathematician (1802-1829).",
"Abel L","Moon",54.13,-34.55,82.39,"Planetographic  +East  -180 - 180","Approved","2006","Niels Henrik; Norwegian mathematician (1802-1829).",
"Abel M","Moon",91.01,-32.38,83.52,"Planetographic  +East  -180 - 180","Approved","2006","Niels Henrik; Norwegian mathematician (1802-1829).",
"Abenezra","Moon",43.19,-20.99,11.89,"Planetographic  +East  -180 - 180","Approved","1935","Abraham ben Meir Ibn Ezra; Spanish mathematician, astronomer (1092-1164/1167).",
"Abenezra A","Moon",22.19,-22.79,10.44,"Planetographic  +East  -180 - 180","Approved","2006","Abraham ben Meir Ibn Ezra; Spanish mathematician, astronomer (1092-1164/1167).",
"Abenezra B","Moon",13.77,-20.82,10.06,"Planetographic  +East  -180 - 180","Approved","2006","Abraham ben Meir Ibn Ezra; Spanish mathematician, astronomer (1092-1164/1167).",
"Abenezra C","Moon",43.69,-21.37,11.09,"Planetographic  +East  -180 - 180","Approved","2006","Abraham ben Meir Ibn Ezra; Spanish mathematician, astronomer (1092-1164/1167).",
"Abenezra D","Moon",7.25,-21.76,9.65,"Planetographic  +East  -180 - 180","Approved","2006","Abraham ben Meir Ibn Ezra; Spanish mathematician, astronomer (1092-1164/1167).",
"Abenezra E","Moon",14.11,-21.46,9.4,"Planetographic  +East  -180 - 180","Approved","2006","Abraham ben Meir Ibn Ezra; Spanish mathematician, astronomer (1092-1164/1167).",
"Abenezra F","Moon",6.3,-21.58,10.34,"Planetographic  +East  -180 - 180","Approved","2006","Abraham ben Meir Ibn Ezra; Spanish mathematician, astronomer (1092-1164/1167).",
"Abenezra G","Moon",4.92,-20.53,11,"Planetographic  +East  -180 - 180","Approved","2006","Abraham ben Meir Ibn Ezra; Spanish mathematician, astronomer (1092-1164/1167).",
"Abenezra H","Moon",4.72,-21.09,12.71,"Planetographic  +East  -180 - 180","Approved","2006","Abraham ben Meir Ibn Ezra; Spanish mathematician, astronomer (1092-1164/1167).",
"Abenezra J","Moon",4.26,-19.92,10.69,"Planetographic  +East  -180 - 180","Approved","2006","Abraham ben Meir Ibn Ezra; Spanish mathematician, astronomer (1092-1164/1167).",
"Abenezra P","Moon",39.27,-20.02,9.85,"Planetographic  +East  -180 - 180","Approved","2006","Abraham ben Meir Ibn Ezra; Spanish mathematician, astronomer (1092-1164/1167).",
"Abetti","Moon",1.6,20.11,27.82,"Planetographic  +East  -180 - 180","Approved","1976","Antonio; Italian astronomer (1846-1928); Giorgio; Italian astronomer (1882-1982).",
"Abulfeda","Moon",62.23,-13.87,13.91,"Planetographic  +East  -180 - 180","Approved","1935","Ismail Ibn Abū al-Fidā; Syrian geographer (1273-1331).",
"Abulfeda A","Moon",13.26,-16.43,10.75,"Planetographic  +East  -180 - 180","Approved","2006","Ismail Ibn Abū al-Fidā; Syrian geographer (1273-1331).",
"Abulfeda B","Moon",15.49,-14.51,16.37,"Planetographic  +East  -180 - 180","Approved","2006","Ismail Ibn Abū al-Fidā; Syrian geographer (1273-1331).",
"Abulfeda BA","Moon",13.99,-14.69,16.8,"Planetographic  +East  -180 - 180","Approved","2006","Ismail Ibn Abū al-Fidā; Syrian geographer (1273-1331).",
"Abulfeda C","Moon",16.43,-12.79,10.83,"Planetographic  +East  -180 - 180","Approved","2006","Ismail Ibn Abū al-Fidā; Syrian geographer (1273-1331).",
"Abulfeda D","Moon",19.68,-13.25,9.46,"Planetographic  +East  -180 - 180","Approved","2006","Ismail Ibn Abū al-Fidā; Syrian geographer (1273-1331).",
"Abulfeda E","Moon",5.55,-16.76,10.14,"Planetographic  +East  -180 - 180","Approved","2006","Ismail Ibn Abū al-Fidā; Syrian geographer (1273-1331).",
"Abulfeda F","Moon",17.47,-16.19,13.07,"Planetographic  +East  -180 - 180","Approved","2006","Ismail Ibn Abū al-Fidā; Syrian geographer (1273-1331).",
"Abulfeda G","Moon",6.31,-13.1,8.94,"Planetographic  +East  -180 - 180","Approved","2006","Ismail Ibn Abū al-Fidā; Syrian geographer (1273-1331).",
"Abulfeda H","Moon",4.22,-13.84,9.56,"Planetographic  +East  -180 - 180","Approved","2006","Ismail Ibn Abū al-Fidā; Syrian geographer (1273-1331).",
"Abulfeda J","Moon",4.07,-15.49,10.03,"Planetographic  +East  -180 - 180","Approved","2006","Ismail Ibn Abū al-Fidā; Syrian geographer (1273-1331).",
"Abulfeda K","Moon",9.93,-14.92,10.58,"Planetographic  +East  -180 - 180","Approved","2006","Ismail Ibn Abū al-Fidā; Syrian geographer (1273-1331).",
"Abulfeda L","Moon",4.95,-14.09,10.67,"Planetographic  +East  -180 - 180","Approved","2006","Ismail Ibn Abū al-Fidā; Syrian geographer (1273-1331).",
"Abulfeda M","Moon",10.05,-16.23,12.06,"Planetographic  +East  -180 - 180","Approved","2006","Ismail Ibn Abū al-Fidā; Syrian geographer (1273-1331).",
"Abulfeda N","Moon",13.07,-15.14,12.2,"Planetographic  +East  -180 - 180","Approved","2006","Ismail Ibn Abū al-Fidā; Syrian geographer (1273-1331).",
"Abulfeda O","Moon",6.6,-15.47,11.16,"Planetographic  +East  -180 - 180","Approved","2006","Ismail Ibn Abū al-Fidā; Syrian geographer (1273-1331).",
"Abulfeda P","Moon",4.59,-15.5,11.54,"Planetographic  +East  -180 - 180","Approved","2006","Ismail Ibn Abū al-Fidā; Syrian geographer (1273-1331).",
"Abulfeda Q","Moon",3.51,-12.86,12.22,"Planetographic  +East  -180 - 180","Approved","2006","Ismail Ibn Abū al-Fidā; Syrian geographer (1273-1331).",
"Abulfeda R","Moon",6.34,-12.79,12.97,"Planetographic  +East  -180 - 180","Approved","2006","Ismail Ibn Abū al-Fidā; Syrian geographer (1273-1331).",
"Abulfeda S","Moon",5.28,-12.28,13.3,"Planetographic  +East  -180 - 180","Approved","2006","Ismail Ibn Abū al-Fidā; Syrian geographer (1273-1331).",
"Abulfeda T","Moon",6.16,-14.86,13.71,"Planetographic  +East  -180 - 180","Approved","2006","Ismail Ibn Abū al-Fidā; Syrian geographer (1273-1331).",
"Abulfeda U","Moon",5.82,-12.97,13.8,"Planetographic  +East  -180 - 180","Approved","2006","Ismail Ibn Abū al-Fidā; Syrian geographer (1273-1331).",
"Abulfeda W","Moon",5.42,-12.55,13.85,"Planetographic  +East  -180 - 180","Approved","2006","Ismail Ibn Abū al-Fidā; Syrian geographer (1273-1331).",
"Abulfeda X","Moon",5.8,-15.01,13.99,"Planetographic  +East  -180 - 180","Approved","2006","Ismail Ibn Abū al-Fidā; Syrian geographer (1273-1331).",
"Abulfeda Y","Moon",4.63,-12.76,14.05,"Planetographic  +East  -180 - 180","Approved","2006","Ismail Ibn Abū al-Fidā; Syrian geographer (1273-1331).",
"Abulfeda Z","Moon",5.66,-14.73,15.18,"Planetographic  +East  -180 - 180","Approved","2006","Ismail Ibn Abū al-Fidā; Syrian geographer (1273-1331).",
"Abul Wáfa","Moon",54.18,0.96,116.63,"Planetographic  +East  -180 - 180","Approved","1970","Abū al-Wafā al-Būzajāni; Persian mathematician, astronomer (940-998).",
"Abul Wáfa A","Moon",14.98,1.4,116.86,"Planetographic  +East  -180 - 180","Approved","2006","Abū al-Wafā al-Būzajāni; Persian mathematician, astronomer (940-998).",
"Abul Wáfa Q","Moon",31.04,0.14,115.88,"Planetographic  +East  -180 - 180","Approved","2006","Abū al-Wafā al-Būzajāni; Persian mathematician, astronomer (940-998).",
"Acosta","Moon",13.06,-5.65,60.14,"Planetographic  +East  -180 - 180","Approved","1976","Cristobal; Portuguese doctor, natural historian (1515-1580).",
"Adams","Moon",63.27,-31.89,68.39,"Planetographic  +East  -180 - 180","Approved","1970","John Couch; British astronomer (1819-1892); Charles Hitchcock; American astronomer (1868-1951); Walter Sydney; American astronomer (1876-1956).",
"Adams B","Moon",31.33,-31.54,65.7,"Planetographic  +East  -180 - 180","Approved","2006","John Couch; British astronomer (1819-1892); Charles Hitchcock; American astronomer (1868-1951); Walter Sydney; American astronomer (1876-1956).",
"Adams C","Moon",11.12,-32.35,65.54,"Planetographic  +East  -180 - 180","Approved","2006","John Couch; British astronomer (1819-1892); Charles Hitchcock; American astronomer (1868-1951); Walter Sydney; American astronomer (1876-1956).",
"Adams D","Moon",46.26,-32.41,71.45,"Planetographic  +East  -180 - 180","Approved","2006","John Couch; British astronomer (1819-1892); Charles Hitchcock; American astronomer (1868-1951); Walter Sydney; American astronomer (1876-1956).",
"Adams M","Moon",25.23,-34.73,69.33,"Planetographic  +East  -180 - 180","Approved","2006","John Couch; British astronomer (1819-1892); Charles Hitchcock; American astronomer (1868-1951); Walter Sydney; American astronomer (1876-1956).",
"Adams P","Moon",25.43,-35.15,70.91,"Planetographic  +East  -180 - 180","Approved","2006","John Couch; British astronomer (1819-1892); Charles Hitchcock; American astronomer (1868-1951); Walter Sydney; American astronomer (1876-1956).",
"Aepinus","Moon",16.74,87.96,-109.69,"Planetographic  +East  -180 - 180","Approved","Jan 22, 2009","Franz Maria Ulrich Theodor Hoch; German-Russian astronomer (1724-1802).",
"Agatharchides","Moon",51.98,-19.85,-31.11,"Planetographic  +East  -180 - 180","Approved","1935","Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).",
"Agatharchides A","Moon",15.68,-23.27,-28.46,"Planetographic  +East  -180 - 180","Approved","2006","Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).",
"Agatharchides B","Moon",6.97,-21.52,-31.71,"Planetographic  +East  -180 - 180","Approved","2006","Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).",
"Agatharchides C","Moon",11.46,-22.06,-32.94,"Planetographic  +East  -180 - 180","Approved","2006","Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).",
"Agatharchides E","Moon",15.27,-20.74,-33.19,"Planetographic  +East  -180 - 180","Approved","2006","Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).",
"Agatharchides F","Moon",5.89,-20.26,-31.86,"Planetographic  +East  -180 - 180","Approved","2006","Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).",
"Agatharchides G","Moon",5.96,-20.17,-26.84,"Planetographic  +East  -180 - 180","Approved","2006","Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).",
"Agatharchides H","Moon",15.97,-20.41,-33.95,"Planetographic  +East  -180 - 180","Approved","2006","Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).",
"Agatharchides J","Moon",13.04,-21.62,-32.61,"Planetographic  +East  -180 - 180","Approved","2006","Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).",
"Agatharchides K","Moon",13.35,-21.08,-27.53,"Planetographic  +East  -180 - 180","Approved","2006","Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).",
"Agatharchides L","Moon",7.99,-21.12,-26.79,"Planetographic  +East  -180 - 180","Approved","2006","Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).",
"Agatharchides N","Moon",21.65,-21.09,-29.72,"Planetographic  +East  -180 - 180","Approved","2006","Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).",
"Agatharchides O","Moon",4.65,-19.24,-26.71,"Planetographic  +East  -180 - 180","Approved","2006","Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).",
"Agatharchides P","Moon",65.98,-20.3,-28.77,"Planetographic  +East  -180 - 180","Approved","2006","Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).",
"Agatharchides R","Moon",5.11,-18.36,-30.85,"Planetographic  +East  -180 - 180","Approved","2006","Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).",
"Agatharchides S","Moon",3.06,-17.75,-30.59,"Planetographic  +East  -180 - 180","Approved","2006","Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).",
"Agatharchides T","Moon",5.62,-18.32,-27.8,"Planetographic  +East  -180 - 180","Approved","2006","Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).",
"Agrippa","Moon",43.75,4.1,10.47,"Planetographic  +East  -180 - 180","Approved","1935","Greek astronomer (unkn-fl. A.D. 92).",
"Agrippa B","Moon",4.01,6.2,9.46,"Planetographic  +East  -180 - 180","Approved","2006","Greek astronomer (unkn-fl. A.D. 92).",
"Agrippa D","Moon",21.36,3.77,6.72,"Planetographic  +East  -180 - 180","Approved","2006","Greek astronomer (unkn-fl. A.D. 92).",
"Agrippa E","Moon",5,5.16,8.44,"Planetographic  +East  -180 - 180","Approved","2006","Greek astronomer (unkn-fl. A.D. 92).",
"Agrippa F","Moon",5.35,4.3,11.37,"Planetographic  +East  -180 - 180","Approved","2006","Greek astronomer (unkn-fl. A.D. 92).",
"Agrippa G","Moon",13.24,3.91,6.16,"Planetographic  +East  -180 - 180","Approved","2006","Greek astronomer (unkn-fl. A.D. 92).",
"Agrippa H","Moon",4.86,4.75,10.7,"Planetographic  +East  -180 - 180","Approved","2006","Greek astronomer (unkn-fl. A.D. 92).",
"Agrippa S","Moon",31.71,5.28,8.89,"Planetographic  +East  -180 - 180","Approved","2006","Greek astronomer (unkn-fl. A.D. 92).",
"Airy","Moon",38.9,-18.14,5.61,"Planetographic  +East  -180 - 180","Approved","1935","George Biddell; British astronomer (1801-1892).",
"Airy A","Moon",12.19,-17.05,7.64,"Planetographic  +East  -180 - 180","Approved","2006","George Biddell; British astronomer (1801-1892).",
"Airy B","Moon",27.26,-17.67,8.46,"Planetographic  +East  -180 - 180","Approved","2006","George Biddell; British astronomer (1801-1892).",
"Airy C","Moon",30.49,-19.25,4.77,"Planetographic  +East  -180 - 180","Approved","2006","George Biddell; British astronomer (1801-1892).",
"Airy D","Moon",6.61,-18.13,8.34,"Planetographic  +East  -180 - 180","Approved","2006","George Biddell; British astronomer (1801-1892).",
"Airy E","Moon",38.04,-20.75,7.55,"Planetographic  +East  -180 - 180","Approved","2006","George Biddell; British astronomer (1801-1892).",
"Airy F","Moon",4.84,-18.2,7.26,"Planetographic  +East  -180 - 180","Approved","2006","George Biddell; British astronomer (1801-1892).",
"Airy G","Moon",25.32,-18.7,6.96,"Planetographic  +East  -180 - 180","Approved","2006","George Biddell; British astronomer (1801-1892).",
"Airy H","Moon",9.31,-18.74,5.69,"Planetographic  +East  -180 - 180","Approved","2006","George Biddell; British astronomer (1801-1892).",
"Airy J","Moon",3.93,-19.05,6.08,"Planetographic  +East  -180 - 180","Approved","2006","George Biddell; British astronomer (1801-1892).",
"Airy L","Moon",6.02,-20.47,7.54,"Planetographic  +East  -180 - 180","Approved","2006","George Biddell; British astronomer (1801-1892).",
"Airy M","Moon",0.85,-19.15,7.56,"Planetographic  +East  -180 - 180","Approved","2006","George Biddell; British astronomer (1801-1892).",
"Airy N","Moon",7.95,-17.85,8.18,"Planetographic  +East  -180 - 180","Approved","2006","George Biddell; British astronomer (1801-1892).",
"Airy O","Moon",4.53,-16.75,8.35,"Planetographic  +East  -180 - 180","Approved","2006","George Biddell; British astronomer (1801-1892).",
"Airy P","Moon",6.64,-15.88,8.35,"Planetographic  +East  -180 - 180","Approved","2006","George Biddell; British astronomer (1801-1892).",
"Airy R","Moon",6.34,-19.6,8.78,"Planetographic  +East  -180 - 180","Approved","2006","George Biddell; British astronomer (1801-1892).",
"Airy S","Moon",5.31,-17.28,9.39,"Planetographic  +East  -180 - 180","Approved","2006","George Biddell; British astronomer (1801-1892).",
"Airy T","Moon",36.92,-19.27,9.38,"Planetographic  +East  -180 - 180","Approved","2006","George Biddell; British astronomer (1801-1892).",
"Airy V","Moon",4.43,-17.5,9.14,"Planetographic  +East  -180 - 180","Approved","2006","George Biddell; British astronomer (1801-1892).",
"Airy X","Moon",3.87,-18.95,10.12,"Planetographic  +East  -180 - 180","Approved","2006","George Biddell; British astronomer (1801-1892).",
"Aitken","Moon",129.69,-16.44,172.96,"Planetographic  +East  -180 - 180","Approved","1970","Robert Grant; American astronomer (1864-1951).",
"Aitken A","Moon",12.94,-13.87,173.46,"Planetographic  +East  -180 - 180","Approved","2006","Robert Grant; American astronomer (1864-1951).",
"Aitken C","Moon",65.61,-13.76,175.57,"Planetographic  +East  -180 - 180","Approved","2006","Robert Grant; American astronomer (1864-1951).",
"Aitken G","Moon",6.05,-16.71,173.99,"Planetographic  +East  -180 - 180","Approved","2006","Robert Grant; American astronomer (1864-1951).",
"Aitken N","Moon",7.15,-17.63,172.74,"Planetographic  +East  -180 - 180","Approved","2006","Robert Grant; American astronomer (1864-1951).",
"Aitken Y","Moon",35.72,-11.93,172.92,"Planetographic  +East  -180 - 180","Approved","2006","Robert Grant; American astronomer (1864-1951).",
"Aitken Z","Moon",32.06,-14.89,173.21,"Planetographic  +East  -180 - 180","Approved","2006","Robert Grant; American astronomer (1864-1951).",
"Akis","Moon",2.28,20.01,-31.76,"Planetographic  +East  -180 - 180","Approved","1976","Greek female name.",
"Alan","Moon",1.44,-10.93,-6.17,"Planetographic  +East  -180 - 180","Approved","1976","Irish male name.",
"Al-Bakri","Moon",12.21,14.34,20.25,"Planetographic  +East  -180 - 180","Approved","1976","Abū Ubayd Abdallāh Ibn abd al-Azīz Ibn Muhammad; Spanish-Arab geographer (1010-1094).",
"Albategnius","Moon",130.84,-11.24,4.01,"Planetographic  +East  -180 - 180","Approved","1935","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
"Albategnius A","Moon",6.79,-9.34,3.03,"Planetographic  +East  -180 - 180","Approved","2006","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
"Albategnius B","Moon",18.98,-10.07,4.03,"Planetographic  +East  -180 - 180","Approved","2006","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
"Albategnius C","Moon",5.66,-10.33,3.71,"Planetographic  +East  -180 - 180","Approved","2006","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
"Albategnius D","Moon",8.35,-11.36,7.14,"Planetographic  +East  -180 - 180","Approved","2006","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
"Albategnius E","Moon",12.67,-12.95,6.38,"Planetographic  +East  -180 - 180","Approved","2006","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
"Albategnius G","Moon",13.79,-9.46,1.89,"Planetographic  +East  -180 - 180","Approved","2006","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
"Albategnius H","Moon",11.77,-9.66,5.16,"Planetographic  +East  -180 - 180","Approved","2006","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
"Albategnius J","Moon",5.97,-11.14,6.19,"Planetographic  +East  -180 - 180","Approved","2006","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
"Albategnius K","Moon",10.31,-9.9,2,"Planetographic  +East  -180 - 180","Approved","2006","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
"Albategnius L","Moon",7.45,-12.08,6.31,"Planetographic  +East  -180 - 180","Approved","2006","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
"Albategnius M","Moon",8.07,-8.92,4.16,"Planetographic  +East  -180 - 180","Approved","2006","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
"Albategnius N","Moon",8.61,-9.89,4.54,"Planetographic  +East  -180 - 180","Approved","2006","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
"Albategnius O","Moon",4.54,-13.62,4.43,"Planetographic  +East  -180 - 180","Approved","2006","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
"Albategnius P","Moon",4.01,-13.02,4.49,"Planetographic  +East  -180 - 180","Approved","2006","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
"Albategnius S","Moon",5.91,-13.35,6.05,"Planetographic  +East  -180 - 180","Approved","2006","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
"Albategnius T","Moon",9.61,-12.66,6.06,"Planetographic  +East  -180 - 180","Approved","2006","Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",
"Albert","Moon",0.1,38.3,-35,"Planetographic  +East  -180 - 180","Approved","Jun 14, 2012","Male name of German origin (Lunokhod-1 landing site feature).",
"Al-Biruni","Moon",80.41,18.07,92.62,"Planetographic  +East  -180 - 180","Approved","1970","Abū ar-Rayhān Muhammad ibn Ahmad al-Birūnī; Persian astronomer, mathematician, geographer (973-1048).",
"Al-Biruni C","Moon",9.53,18.42,93.06,"Planetographic  +East  -180 - 180","Approved","2006","Abū ar-Rayhān Muhammad ibn Ahmad al-Birūnī; Persian astronomer, mathematician, geographer (973-1048).",
"Alden","Moon",111.44,-23.51,111.11,"Planetographic  +East  -180 - 180","Approved","1970","Harold Lee; American astronomer (1890-1964).",
"Alden B","Moon",15.1,-20.6,113.11,"Planetographic  +East  -180 - 180","Approved","2006","Harold Lee; American astronomer (1890-1964).",
"Alden C","Moon",56.81,-22.69,111.74,"Planetographic  +East  -180 - 180","Approved","2006","Harold Lee; American astronomer (1890-1964).",
"Alden E","Moon",26.37,-23.42,112.81,"Planetographic  +East  -180 - 180","Approved","2006","Harold Lee; American astronomer (1890-1964).",
"Alden V","Moon",20.89,-22.7,110.46,"Planetographic  +East  -180 - 180","Approved","2006","Harold Lee; American astronomer (1890-1964).",
"Alder","Moon",82.12,-48.63,-177.88,"Planetographic  +East  -180 - 180","Approved","1979","Kurt; German organic chemist; Nobel laureate (1902-1958).",
"Alder E","Moon",18.63,-47.97,-173.5,"Planetographic  +East  -180 - 180","Approved","2006","Kurt; German organic chemist; Nobel laureate (1902-1958).",
"Aldrin","Moon",2.8,1.41,22.09,"Planetographic  +East  -180 - 180","Approved","1970","Edwin Eugene, Jr. (""Buzz""); American astronaut (1930-Live).",
"Alekhin","Moon",74.82,-67.94,-131.85,"Planetographic  +East  -180 - 180","Approved","1970","Nikolaj Pavlovich; Soviet rocket designer, engineer (1913-1964).",
"Alekhin E","Moon",39.6,-66.96,-124.58,"Planetographic  +East  -180 - 180","Approved","2006","Nikolaj Pavlovich; Soviet rocket designer, engineer (1913-1964).",
"Alexander","Moon",94.8,40.25,13.69,"Planetographic  +East  -180 - 180","Approved","1935","Alexander the Great, of Macedon; Greek geographer (356-323 B.C.).",
"Alexander A","Moon",3.99,40.78,14.94,"Planetographic  +East  -180 - 180","Approved","2006","Alexander the Great, of Macedon; Greek geographer (356-323 B.C.).",
"Alexander B","Moon",3.89,40.28,15.14,"Planetographic  +East  -180 - 180","Approved","2006","Alexander the Great, of Macedon; Greek geographer (356-323 B.C.).",
"Alexander C","Moon",4.23,38.52,14.95,"Planetographic  +East  -180 - 180","Approved","2006","Alexander the Great, of Macedon; Greek geographer (356-323 B.C.).",
"Alexander K","Moon",3.95,40.52,19.35,"Planetographic  +East  -180 - 180","Approved","2006","Alexander the Great, of Macedon; Greek geographer (356-323 B.C.).",
"Alfraganus","Moon",20.52,-5.42,18.97,"Planetographic  +East  -180 - 180","Approved","1935","Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).",
"Alfraganus A","Moon",13.87,-3.05,20.32,"Planetographic  +East  -180 - 180","Approved","2006","Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).",
"Alfraganus C","Moon",10.3,-6.13,18.09,"Planetographic  +East  -180 - 180","Approved","2006","Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).",
"Alfraganus D","Moon",8.29,-4.05,20.14,"Planetographic  +East  -180 - 180","Approved","2006","Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).",
"Alfraganus E","Moon",3.85,-4.62,19,"Planetographic  +East  -180 - 180","Approved","2006","Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).",
"Alfraganus F","Moon",8.64,-3.54,20.84,"Planetographic  +East  -180 - 180","Approved","2006","Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).",
"Alfraganus G","Moon",5.74,-2.67,21.23,"Planetographic  +East  -180 - 180","Approved","2006","Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).",
"Alfraganus H","Moon",12,-4.36,19.16,"Planetographic  +East  -180 - 180","Approved","2006","Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).",
"Alfraganus K","Moon",2.95,-5.25,19.54,"Planetographic  +East  -180 - 180","Approved","2006","Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).",
"Alfraganus M","Moon",3.16,-5.66,19.56,"Planetographic  +East  -180 - 180","Approved","2006","Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).",
"Alhazen","Moon",34.65,15.91,71.83,"Planetographic  +East  -180 - 180","Approved","1935","Abū Ali Al-Hasan Ibn Al Haitham; Iraqi mathematician (987-1038).",
"Alhazen A","Moon",16.14,16.17,74.3,"Planetographic  +East  -180 - 180","Approved","2006","Abū Ali Al-Hasan Ibn Al Haitham; Iraqi mathematician (987-1038).",
"Alhazen D","Moon",34.23,19.68,75.17,"Planetographic  +East  -180 - 180","Approved","2006","Abū Ali Al-Hasan Ibn Al Haitham; Iraqi mathematician (987-1038).",
