Feature_Name,Target,Diameter,Center_Latitude,Center_Longitude,Coordinate_System,Approval_Status,Approval_Date,Origin,
"Reimarus U","Moon",22.05,-48.57,62.3,"Planetographic  +East  -180 - 180","Approved","2006","Baer, Nicolai Reymers; German mathematician (c. 1550-c. 1600).",
"Reiner","Moon",29.85,6.92,-54.98,"Planetographic  +East  -180 - 180","Approved","1935","Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648).",
"Reiner A","Moon",9.87,5.13,-51.51,"Planetographic  +East  -180 - 180","Approved","2006","Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648).",
"Reiner C","Moon",7.12,3.5,-51.52,"Planetographic  +East  -180 - 180","Approved","2006","Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648).",
"Reiner E","Moon",4.46,1.9,-49.64,"Planetographic  +East  -180 - 180","Approved","2006","Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648).",
"Reiner G","Moon",3.08,3.23,-54.34,"Planetographic  +East  -180 - 180","Approved","2006","Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648).",
"Reiner Gamma","Moon",73.44,7.39,-58.96,"Planetographic  +East  -180 - 180","Approved","1935","Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648).",
"Reiner H","Moon",7.68,9.1,-54.76,"Planetographic  +East  -180 - 180","Approved","2006","Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648).",
"Reiner K","Moon",3.13,8.11,-53.98,"Planetographic  +East  -180 - 180","Approved","2006","Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648).",
"Reiner L","Moon",5.36,7.97,-54.66,"Planetographic  +East  -180 - 180","Approved","2006","Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648).",
"Reiner M","Moon",3,8.62,-56.25,"Planetographic  +East  -180 - 180","Approved","2006","Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648).",
"Reiner N","Moon",3.67,5.37,-57.6,"Planetographic  +East  -180 - 180","Approved","2006","Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648).",
"Reiner Q","Moon",2.88,1.38,-50.92,"Planetographic  +East  -180 - 180","Approved","2006","Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648).",
"Reiner R","Moon",46.08,3.68,-55.69,"Planetographic  +East  -180 - 180","Approved","2006","Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648).",
"Reiner S","Moon",3.39,2.26,-50.84,"Planetographic  +East  -180 - 180","Approved","2006","Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648).",
"Reiner T","Moon",2.57,3.68,-52.32,"Planetographic  +East  -180 - 180","Approved","2006","Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648).",
"Reiner U","Moon",3.24,4.1,-52.58,"Planetographic  +East  -180 - 180","Approved","2006","Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648).",
"Reinhold","Moon",43.28,3.28,-22.86,"Planetographic  +East  -180 - 180","Approved","1935","Erasmus; German astronomer, mathematician (1511-1553).",
"Reinhold A","Moon",3.74,4.16,-21.79,"Planetographic  +East  -180 - 180","Approved","2006","Erasmus; German astronomer, mathematician (1511-1553).",
"Reinhold B","Moon",26.16,4.28,-21.67,"Planetographic  +East  -180 - 180","Approved","2006","Erasmus; German astronomer, mathematician (1511-1553).",
"Reinhold C","Moon",4.08,4.36,-24.57,"Planetographic  +East  -180 - 180","Approved","2006","Erasmus; German astronomer, mathematician (1511-1553).",
"Reinhold D","Moon",2.34,2.59,-24.6,"Planetographic  +East  -180 - 180","Approved","2006","Erasmus; German astronomer, mathematician (1511-1553).",
"Reinhold F","Moon",5.57,3.36,-21.42,"Planetographic  +East  -180 - 180","Approved","2006","Erasmus; German astronomer, mathematician (1511-1553).",
"Reinhold G","Moon",3.16,4.83,-19.83,"Planetographic  +East  -180 - 180","Approved","2006","Erasmus; German astronomer, mathematician (1511-1553).",
"Reinhold H","Moon",3.72,4.27,-20.98,"Planetographic  +East  -180 - 180","Approved","2006","Erasmus; German astronomer, mathematician (1511-1553).",
"Reinhold N","Moon",3.83,1.58,-25.43,"Planetographic  +East  -180 - 180","Approved","2006","Erasmus; German astronomer, mathematician (1511-1553).",
"Repsold","Moon",108.65,51.31,-78.41,"Planetographic  +East  -180 - 180","Approved","1935","Johann Georg; German inventor (1770-1830).",
"Repsold A","Moon",8.18,51.84,-76.98,"Planetographic  +East  -180 - 180","Approved","2006","Johann Georg; German inventor (1770-1830).",
"Repsold B","Moon",45.67,53.09,-75.92,"Planetographic  +East  -180 - 180","Approved","2006","Johann Georg; German inventor (1770-1830).",
"Repsold C","Moon",135.09,48.73,-73.78,"Planetographic  +East  -180 - 180","Approved","2006","Johann Georg; German inventor (1770-1830).",
"Repsold G","Moon",43.98,50.55,-80.65,"Planetographic  +East  -180 - 180","Approved","2006","Johann Georg; German inventor (1770-1830).",
"Repsold H","Moon",12.62,51.69,-81.48,"Planetographic  +East  -180 - 180","Approved","2006","Johann Georg; German inventor (1770-1830).",
"Repsold N","Moon",14.54,49.06,-78.29,"Planetographic  +East  -180 - 180","Approved","2006","Johann Georg; German inventor (1770-1830).",
"Repsold R","Moon",12.49,49.86,-72.4,"Planetographic  +East  -180 - 180","Approved","2006","Johann Georg; German inventor (1770-1830).",
"Repsold S","Moon",8.65,47.75,-75.33,"Planetographic  +East  -180 - 180","Approved","2006","Johann Georg; German inventor (1770-1830).",
"Repsold T","Moon",12.66,47.64,-79.95,"Planetographic  +East  -180 - 180","Approved","2006","Johann Georg; German inventor (1770-1830).",
"Repsold V","Moon",7.14,50.77,-75.41,"Planetographic  +East  -180 - 180","Approved","2006","Johann Georg; German inventor (1770-1830).",
"Repsold W","Moon",9.64,52.6,-79.88,"Planetographic  +East  -180 - 180","Approved","2006","Johann Georg; German inventor (1770-1830).",
"Resnik","Moon",22.16,-34.15,-150.84,"Planetographic  +East  -180 - 180","Approved","1988","Judith Arlene; member of the Challenger crew (1949-1986). ",
"Respighi","Moon",17.88,2.86,71.9,"Planetographic  +East  -180 - 180","Approved","1976","Lorenzo; Italian astronomer (1824-1890).",
"Rhaeticus","Moon",44.43,0.03,4.92,"Planetographic  +East  -180 - 180","Approved","1935","Georg Joachim von Lauchen of Rhaetia; Hungarian astronomer, mathematician (1514-1576).",
"Rhaeticus A","Moon",10.5,1.73,5.18,"Planetographic  +East  -180 - 180","Approved","2006","Georg Joachim von Lauchen of Rhaetia; Hungarian astronomer, mathematician (1514-1576).",
"Rhaeticus B","Moon",6.29,1.6,6.8,"Planetographic  +East  -180 - 180","Approved","2006","Georg Joachim von Lauchen of Rhaetia; Hungarian astronomer, mathematician (1514-1576).",
"Rhaeticus D","Moon",6.07,0.84,6.17,"Planetographic  +East  -180 - 180","Approved","2006","Georg Joachim von Lauchen of Rhaetia; Hungarian astronomer, mathematician (1514-1576).",
"Rhaeticus E","Moon",4.96,-0.12,5.93,"Planetographic  +East  -180 - 180","Approved","2006","Georg Joachim von Lauchen of Rhaetia; Hungarian astronomer, mathematician (1514-1576).",
"Rhaeticus F","Moon",18.42,-0.06,6.44,"Planetographic  +East  -180 - 180","Approved","2006","Georg Joachim von Lauchen of Rhaetia; Hungarian astronomer, mathematician (1514-1576).",
"Rhaeticus G","Moon",5.52,0.97,6.41,"Planetographic  +East  -180 - 180","Approved","2006","Georg Joachim von Lauchen of Rhaetia; Hungarian astronomer, mathematician (1514-1576).",
"Rhaeticus H","Moon",5.56,-1.03,5.34,"Planetographic  +East  -180 - 180","Approved","2006","Georg Joachim von Lauchen of Rhaetia; Hungarian astronomer, mathematician (1514-1576).",
"Rhaeticus J","Moon",2.77,-0.71,3.18,"Planetographic  +East  -180 - 180","Approved","2006","Georg Joachim von Lauchen of Rhaetia; Hungarian astronomer, mathematician (1514-1576).",
"Rhaeticus L","Moon",13.78,0.2,3.48,"Planetographic  +East  -180 - 180","Approved","2006","Georg Joachim von Lauchen of Rhaetia; Hungarian astronomer, mathematician (1514-1576).",
"Rhaeticus M","Moon",7.33,1.02,3.81,"Planetographic  +East  -180 - 180","Approved","2006","Georg Joachim von Lauchen of Rhaetia; Hungarian astronomer, mathematician (1514-1576).",
"Rhaeticus N","Moon",12.38,1.19,4.21,"Planetographic  +East  -180 - 180","Approved","2006","Georg Joachim von Lauchen of Rhaetia; Hungarian astronomer, mathematician (1514-1576).",
"Rheita","Moon",70.81,-37.1,47.17,"Planetographic  +East  -180 - 180","Approved","1935","Anton Maria Schyrle of Rhaetia; Czechoslovakian astronomer, optician (c. 1597-1660).",
"Rheita A","Moon",11.46,-38.05,50.05,"Planetographic  +East  -180 - 180","Approved","2006","Anton Maria Schyrle of Rhaetia; Czechoslovakian astronomer, optician (c. 1597-1660).",
"Rheita B","Moon",19.36,-39.11,52.71,"Planetographic  +East  -180 - 180","Approved","2006","Anton Maria Schyrle of Rhaetia; Czechoslovakian astronomer, optician (c. 1597-1660).",
"Rheita C","Moon",9.69,-35.17,44.21,"Planetographic  +East  -180 - 180","Approved","2006","Anton Maria Schyrle of Rhaetia; Czechoslovakian astronomer, optician (c. 1597-1660).",
"Rheita D","Moon",5.51,-39.05,50.09,"Planetographic  +East  -180 - 180","Approved","2006","Anton Maria Schyrle of Rhaetia; Czechoslovakian astronomer, optician (c. 1597-1660).",
"Rheita E","Moon",67.72,-34.24,48.92,"Planetographic  +East  -180 - 180","Approved","2006","Anton Maria Schyrle of Rhaetia; Czechoslovakian astronomer, optician (c. 1597-1660).",
"Rheita F","Moon",13.49,-35.38,48.41,"Planetographic  +East  -180 - 180","Approved","2006","Anton Maria Schyrle of Rhaetia; Czechoslovakian astronomer, optician (c. 1597-1660).",
"Rheita G","Moon",13.88,-40.61,54.3,"Planetographic  +East  -180 - 180","Approved","2006","Anton Maria Schyrle of Rhaetia; Czechoslovakian astronomer, optician (c. 1597-1660).",
"Rheita H","Moon",6.93,-39.81,51.66,"Planetographic  +East  -180 - 180","Approved","2006","Anton Maria Schyrle of Rhaetia; Czechoslovakian astronomer, optician (c. 1597-1660).",
"Rheita L","Moon",10.74,-37.69,52.99,"Planetographic  +East  -180 - 180","Approved","2006","Anton Maria Schyrle of Rhaetia; Czechoslovakian astronomer, optician (c. 1597-1660).",
"Rheita M","Moon",25.92,-35.35,50.05,"Planetographic  +East  -180 - 180","Approved","2006","Anton Maria Schyrle of Rhaetia; Czechoslovakian astronomer, optician (c. 1597-1660).",
"Rheita N","Moon",7.32,-35.08,49.41,"Planetographic  +East  -180 - 180","Approved","2006","Anton Maria Schyrle of Rhaetia; Czechoslovakian astronomer, optician (c. 1597-1660).",
"Rheita P","Moon",10.32,-37.95,44.44,"Planetographic  +East  -180 - 180","Approved","2006","Anton Maria Schyrle of Rhaetia; Czechoslovakian astronomer, optician (c. 1597-1660).",
"Rhysling","Moon",0.12,26.07,3.62,"Planetographic  +East  -180 - 180","Approved","1973","Astronaut-named feature, Apollo 15 site.",
"Riccioli","Moon",155.66,-2.9,-74.42,"Planetographic  +East  -180 - 180","Approved","1935","Giovanni Battista; Italian astronomer (1598-1671).",
"Riccioli C","Moon",31.55,0.58,-73.2,"Planetographic  +East  -180 - 180","Approved","2006","Giovanni Battista; Italian astronomer (1598-1671).",
"Riccioli CA","Moon",14.13,0.64,-73.15,"Planetographic  +East  -180 - 180","Approved","2006","Giovanni Battista; Italian astronomer (1598-1671).",
"Riccioli F","Moon",30.27,-8.73,-73.89,"Planetographic  +East  -180 - 180","Approved","2006","Giovanni Battista; Italian astronomer (1598-1671).",
"Riccioli G","Moon",14.97,-1.27,-71.15,"Planetographic  +East  -180 - 180","Approved","2006","Giovanni Battista; Italian astronomer (1598-1671).",
"Riccioli H","Moon",17.46,1.12,-75.04,"Planetographic  +East  -180 - 180","Approved","2006","Giovanni Battista; Italian astronomer (1598-1671).",
"Riccioli K","Moon",40.76,-2.32,-77.63,"Planetographic  +East  -180 - 180","Approved","2006","Giovanni Battista; Italian astronomer (1598-1671).",
"Riccioli U","Moon",8.39,-5.79,-72.95,"Planetographic  +East  -180 - 180","Approved","2006","Giovanni Battista; Italian astronomer (1598-1671).",
"Riccioli Y","Moon",6.73,-3.04,-73.35,"Planetographic  +East  -180 - 180","Approved","2006","Giovanni Battista; Italian astronomer (1598-1671).",
"Riccius","Moon",71.79,-37.02,26.43,"Planetographic  +East  -180 - 180","Approved","1935","Augustine; Italian astronomer (fl. 1513); Ricci, Matteo; Italian mathematician, geographer (1552-1610).",
"Riccius A","Moon",23.51,-35.89,27.21,"Planetographic  +East  -180 - 180","Approved","2006","Augustine; Italian astronomer (fl. 1513); Ricci, Matteo; Italian mathematician, geographer (1552-1610).",
"Riccius B","Moon",21.32,-37.62,27.7,"Planetographic  +East  -180 - 180","Approved","2006","Augustine; Italian astronomer (fl. 1513); Ricci, Matteo; Italian mathematician, geographer (1552-1610).",
"Riccius C","Moon",21.81,-36.24,28.77,"Planetographic  +East  -180 - 180","Approved","2006","Augustine; Italian astronomer (fl. 1513); Ricci, Matteo; Italian mathematician, geographer (1552-1610).",
"Riccius D","Moon",15.43,-40.4,28.87,"Planetographic  +East  -180 - 180","Approved","2006","Augustine; Italian astronomer (fl. 1513); Ricci, Matteo; Italian mathematician, geographer (1552-1610).",
"Riccius E","Moon",21.41,-39.96,26.38,"Planetographic  +East  -180 - 180","Approved","2006","Augustine; Italian astronomer (fl. 1513); Ricci, Matteo; Italian mathematician, geographer (1552-1610).",
"Riccius G","Moon",13.37,-38.56,24.44,"Planetographic  +East  -180 - 180","Approved","2006","Augustine; Italian astronomer (fl. 1513); Ricci, Matteo; Italian mathematician, geographer (1552-1610).",
"Riccius H","Moon",17.86,-35.36,26.07,"Planetographic  +East  -180 - 180","Approved","2006","Augustine; Italian astronomer (fl. 1513); Ricci, Matteo; Italian mathematician, geographer (1552-1610).",
"Riccius J","Moon",12.61,-40.76,26,"Planetographic  +East  -180 - 180","Approved","2006","Augustine; Italian astronomer (fl. 1513); Ricci, Matteo; Italian mathematician, geographer (1552-1610).",
"Riccius K","Moon",5.23,-39.17,25.62,"Planetographic  +East  -180 - 180","Approved","2006","Augustine; Italian astronomer (fl. 1513); Ricci, Matteo; Italian mathematician, geographer (1552-1610).",
"Riccius L","Moon",6.55,-41.55,26.83,"Planetographic  +East  -180 - 180","Approved","2006","Augustine; Italian astronomer (fl. 1513); Ricci, Matteo; Italian mathematician, geographer (1552-1610).",
"Riccius M","Moon",13.68,-37.9,26.5,"Planetographic  +East  -180 - 180","Approved","2006","Augustine; Italian astronomer (fl. 1513); Ricci, Matteo; Italian mathematician, geographer (1552-1610).",
"Riccius N","Moon",12.89,-41.21,27.57,"Planetographic  +East  -180 - 180","Approved","2006","Augustine; Italian astronomer (fl. 1513); Ricci, Matteo; Italian mathematician, geographer (1552-1610).",
"Riccius O","Moon",8.74,-36.19,27.68,"Planetographic  +East  -180 - 180","Approved","2006","Augustine; Italian astronomer (fl. 1513); Ricci, Matteo; Italian mathematician, geographer (1552-1610).",
"Riccius P","Moon",10.86,-35.73,28.04,"Planetographic  +East  -180 - 180","Approved","2006","Augustine; Italian astronomer (fl. 1513); Ricci, Matteo; Italian mathematician, geographer (1552-1610).",
"Riccius R","Moon",5.51,-41.44,30.66,"Planetographic  +East  -180 - 180","Approved","2006","Augustine; Italian astronomer (fl. 1513); Ricci, Matteo; Italian mathematician, geographer (1552-1610).",
"Riccius S","Moon",9.49,-37.15,26.47,"Planetographic  +East  -180 - 180","Approved","2006","Augustine; Italian astronomer (fl. 1513); Ricci, Matteo; Italian mathematician, geographer (1552-1610).",
"Riccius T","Moon",5.87,-36.34,24.97,"Planetographic  +East  -180 - 180","Approved","2006","Augustine; Italian astronomer (fl. 1513); Ricci, Matteo; Italian mathematician, geographer (1552-1610).",
"Riccius W","Moon",19.26,-38.95,25.17,"Planetographic  +East  -180 - 180","Approved","2006","Augustine; Italian astronomer (fl. 1513); Ricci, Matteo; Italian mathematician, geographer (1552-1610).",
"Riccius X","Moon",10.2,-38.84,26.59,"Planetographic  +East  -180 - 180","Approved","2006","Augustine; Italian astronomer (fl. 1513); Ricci, Matteo; Italian mathematician, geographer (1552-1610).",
"Riccius Y","Moon",8.9,-35.85,29.11,"Planetographic  +East  -180 - 180","Approved","2006","Augustine; Italian astronomer (fl. 1513); Ricci, Matteo; Italian mathematician, geographer (1552-1610).",
"Ricco","Moon",65.83,74.92,177.05,"Planetographic  +East  -180 - 180","Approved","1970","Annibale; Italian astronomer (1844-1911).",
"Richards","Moon",16.8,7.7,140.09,"Planetographic  +East  -180 - 180","Approved","1976","Theodore William; American chemist; Nobel laureate (1868-1928).",
"Richardson","Moon",162.56,30.93,99.89,"Planetographic  +East  -180 - 180","Approved","1979","Sir Owen Willans; British quantum physicist; Nobel laureate (1879-1959).",
"Richardson E","Moon",24.14,32.01,103.61,"Planetographic  +East  -180 - 180","Approved","2006","Sir Owen Willans; British quantum physicist; Nobel laureate (1879-1959).",
"Richardson W","Moon",23.35,33.59,98.34,"Planetographic  +East  -180 - 180","Approved","2006","Sir Owen Willans; British quantum physicist; Nobel laureate (1879-1959).",
"Riedel","Moon",49.14,-48.89,-140.05,"Planetographic  +East  -180 - 180","Approved","1970","Klaus; German rocketry scientist (1907-1944); Walter; German rocket scientist (1902-1968).",
"Riedel G","Moon",25.01,-49.02,-133.74,"Planetographic  +East  -180 - 180","Approved","2006","Klaus; German rocketry scientist (1907-1944); Walter; German rocket scientist (1902-1968).",
"Riedel Q","Moon",23.36,-49.96,-142.21,"Planetographic  +East  -180 - 180","Approved","2006","Klaus; German rocketry scientist (1907-1944); Walter; German rocket scientist (1902-1968).",
"Riedel Z","Moon",29.79,-47.47,-140.16,"Planetographic  +East  -180 - 180","Approved","2006","Klaus; German rocketry scientist (1907-1944); Walter; German rocket scientist (1902-1968).",
"Riemann","Moon",117.85,39.38,87.18,"Planetographic  +East  -180 - 180","Approved","1964","Georg Friedrich Bernhard; German mathematician (1826-1866). ",
"[Riemann A]","Moon",52.56,37.07,86.5,"Planetographic  +East  -180 - 180","Dropped","2006","Georg Friedrich Bernhard; German mathematician (1826-1866). ",
"Riemann B","Moon",26.26,41.41,85.56,"Planetographic  +East  -180 - 180","Approved","2006","Georg Friedrich Bernhard; German mathematician (1826-1866). ",
"Riemann J","Moon",48.54,37.42,89.79,"Planetographic  +East  -180 - 180","Approved","2006","Georg Friedrich Bernhard; German mathematician (1826-1866). ",
"Rima Agatharchides","Moon",54.25,-20.38,-28.56,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rima Agricola","Moon",125.08,29.25,-53.42,"Planetographic  +East  -180 - 180","Approved","1985","Named from nearby Montes.",
"Rima Archytas","Moon",90.18,53.63,3,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rima Ariadaeus","Moon",247.45,6.48,13.44,"Planetographic  +East  -180 - 180","Approved","1961","Named from nearby crater.",
"Rima Artsimovich","Moon",68.06,26.66,-38.65,"Planetographic  +East  -180 - 180","Approved","1985","Named from nearby crater.",
"Rima Billy","Moon",69.82,-14.74,-48.04,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rima Birt","Moon",54.18,-21.4,-9.28,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rima Bradley","Moon",133.76,24.17,-0.6,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby Mons.",
"Rima Brayley","Moon",327.26,22.3,-36.35,"Planetographic  +East  -180 - 180","Approved","1985","Named from nearby crater.",
"Rima Calippus","Moon",40,37.03,12.66,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rima Cardanus","Moon",221.93,11.32,-71.14,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rima Carmen","Moon",15.02,19.95,29.3,"Planetographic  +East  -180 - 180","Approved","1976","Spanish female name.",
"Rima Cauchy","Moon",167,10.42,38.07,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rima Cleomedes","Moon",45.54,27.98,56.51,"Planetographic  +East  -180 - 180","Approved","1964","Within crater.",
"Rima Cleopatra","Moon",14.66,30.03,-53.8,"Planetographic  +East  -180 - 180","Approved","1976","Greek female name.",
"Rima Conon","Moon",37.32,18.69,1.85,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rima Dawes","Moon",15,17.58,26.63,"Planetographic  +East  -180 - 180","Approved","1985","Named from nearby crater.",
"Rima Delisle","Moon",57.6,30.87,-32.35,"Planetographic  +East  -180 - 180","Approved","1985","Named from nearby crater.",
"Rima Diophantus","Moon",201.5,28.7,-33.67,"Planetographic  +East  -180 - 180","Approved","1985","Named from nearby crater.",
"Rima Draper","Moon",244.16,17.37,-25.37,"Planetographic  +East  -180 - 180","Approved","1985","Named from nearby crater.",
"Rimae Alphonsus","Moon",87,-13.4,-1.94,"Planetographic  +East  -180 - 180","Approved","1964","Within crater of same name.",
"Rimae Apollonius","Moon",89.64,4.39,54.33,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rimae Archimedes","Moon",215,26.34,-4.53,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rimae Aristarchus","Moon",175,27.52,-47.25,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rimae Arzachel","Moon",57,-18.31,-1.38,"Planetographic  +East  -180 - 180","Approved","1964","Within crater.",
"Rimae Atlas","Moon",46.8,46.82,44.42,"Planetographic  +East  -180 - 180","Approved","1964","Within crater.",
"Rimae Bode","Moon",233,9.54,-3.22,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rimae Boscovich","Moon",32,9.87,11.27,"Planetographic  +East  -180 - 180","Approved","1964","Within crater.",
"Rimae Bürg","Moon",98,44.7,25.27,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rimae Chacornac","Moon",100,29.01,31.24,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rimae Daniell","Moon",140.25,37.53,24.33,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rimae Darwin","Moon",170,-19.84,-66.66,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rimae de Gasparis","Moon",46.65,-24.99,-50.3,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rimae Doppelmayer","Moon",7.8,-26.23,-44.53,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rimae Focas","Moon",61,-27.68,-97.54,"Planetographic  +East  -180 - 180","Approved","1985","Named from nearby crater.",
"Rimae Fresnel","Moon",75,28.11,3.73,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby promontorium.",
"Rimae Gassendi","Moon",70,-17.47,-39.87,"Planetographic  +East  -180 - 180","Approved","1964","Within crater.",
"Rimae Gerard","Moon",110,45.54,-84.36,"Planetographic  +East  -180 - 180","Approved","1985","Named from nearby crater.",
"Rimae Goclenius","Moon",190,-7.84,42.88,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"[Rimae Golitsyn]","Moon",0,-25.1,-105,"Planetographic  +East  -180 - 180","Dropped","1985","Part of Rimae Pettit.",
"Rimae Grimaldi","Moon",162,-6.18,-63.9,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rimae Gutenberg","Moon",223,-4.42,36.42,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rimae Hase","Moon",257.24,-34.71,67.78,"Planetographic  +East  -180 - 180","Approved","1985","Named from nearby crater.",
"Rimae Herigonius","Moon",180,-13.92,-36.75,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rimae Hevelius","Moon",180,0.81,-66.38,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rimae Hippalus","Moon",266,-25.6,-29.36,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rimae Hypatia","Moon",200,-0.34,22.78,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rimae Janssen","Moon",120,-45.8,39.26,"Planetographic  +East  -180 - 180","Approved","1964","Within crater.",
"Rimae Kopff","Moon",250,-14.68,-88.1,"Planetographic  +East  -180 - 180","Approved","1985","Named from nearby crater.",
"[Rimae Liebig]","Moon",0,-20,-45,"Planetographic  +East  -180 - 180","Dropped","1985","Named from nearby crater. (Name dropped because it is the same feature as Rimae Mersenius.)",
"Rimae Littrow","Moon",165,22.47,30.47,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rimae Maclear","Moon",94,12.23,19.9,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rimae Maestlin","Moon",71,2.88,-40.48,"Planetographic  +East  -180 - 180","Approved","1985","Named from nearby crater.",
"Rimae Maupertuis","Moon",50,51.24,-22.82,"Planetographic  +East  -180 - 180","Approved","1985","Named from nearby crater.",
"Rimae Menelaus","Moon",87,17.1,17.77,"Planetographic  +East  -180 - 180","Approved","1978","Named from nearby crater.",
"Rimae Mersenius","Moon",240,-20.69,-46.53,"Planetographic  +East  -180 - 180","Approved","1985","Named for nearby crater.",
"Rimae Opelt","Moon",55,-13.64,-18.14,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rimae Palmieri","Moon",27.13,-27.83,-47.17,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rimae Parry","Moon",210,-8.07,-16.52,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rimae Petavius","Moon",110,-25.23,60.48,"Planetographic  +East  -180 - 180","Approved","1964","Within crater.",
"Rimae Pettit","Moon",320,-25.22,-93.63,"Planetographic  +East  -180 - 180","Approved","1985","Named from nearby crater.",
"Rimae Pitatus","Moon",90,-29.84,-13.62,"Planetographic  +East  -180 - 180","Approved","1964","Within crater.",
"Rimae Plato","Moon",180,50.88,-3.02,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rimae Plinius","Moon",100,17.05,23.14,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rimae Posidonius","Moon",78,32.03,29.61,"Planetographic  +East  -180 - 180","Approved","1964","Within crater.",
"Rimae Prinz","Moon",10.95,27.05,-43.51,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rimae Ramsden","Moon",100,-32.93,-31.32,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rimae Repsold","Moon",152.05,50.74,-80.46,"Planetographic  +East  -180 - 180","Approved","1985","Named from nearby crater.",
"Rimae Riccioli","Moon",250,-1.52,-73.07,"Planetographic  +East  -180 - 180","Approved","1985","Named from nearby crater.",
"Rimae Ritter","Moon",75,3.5,17.97,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rimae Römer","Moon",112,26.98,34.86,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rimae Secchi","Moon",35,0.99,44.08,"Planetographic  +East  -180 - 180","Approved","1985","Named from nearby crater.",
"Rimae Sirsalis","Moon",405,-15.01,-61.36,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rimae Sosigenes","Moon",130,8.08,18.72,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"[Rimae Stadius]","Moon",0,10.5,-13.7,"Planetographic  +East  -180 - 180","Dropped","1985","A Catena, not a Rima.",
"Rimae Sulpicius Gallus","Moon",80,20.65,9.99,"Planetographic  +East  -180 - 180","Approved","1964","Named from nearby crater.",
"Rimae Taruntius","Moon",35,5.83,46.83,"Planetographic  +East  -180 - 180","Approved","1985","Within crater.",
